Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Terrace Area,Garden Area,Surface of the land,Number of facades,State of the building,Furnished,Terrace,Garden,Swimming pool
Froidchapelle,house,chalet,100000,Normal sale,2,50,6,250,250,4,Excellent,0,1,1,0
