locality,price
Renlies,270000.0
Ressaix,294666.6666666667
Ressegem,149000.0
Retie,523889.3
Retinne,356000.0
Rhisnes,219500.0
Richelle,415000.0
Riemst,320500.0
Rijkevorsel,361214.28571428574
Rijmenam,175000.0
Rillaar,325000.0
Rixensart,605121.9512195121
Rièzes,167500.0
Robertville,532000.0
Rochefort,293428.2121212121
Roclenge-sur-Geer,385000.0
Roesbrugge-Haringe,206404.0
Roeselare,335017.1724137931
Roisin,275000.0
Roly,180000.0
Romedenne,259500.0
Romsée,339085.5294117647
Rongy,290000.0
Ronse,343520.2463768116
Roosdaal,383657.5
Rosières,678698.0
Rosoux-Crenwick,535000.0
Rotselaar,507653.3333333333
Roucourt,250000.0
Roux,180777.66666666666
Rozebeke,532578.0
Ruddervoorde,416683.0
Ruisbroek,470100.0
Rumillies,400000.0
Rumst,383388.14285714284
Rutten,325000.0
Saint-André,395000.0
Saint-Aubin,175000.0
Saint-Georges-sur-Meuse,413375.0
Saint-Ghislain,247800.0
Saint-Hubert,414577.77777777775
Saint-Jean-Geest,425000.0
Saint-Léger,360000.0
Saint-Marc,425000.0
Saint-Mard,208500.0
Saint-Martin,420000.0
Saint-Nicolas,193420.0
Saint-Remy,257000.0
Saint-Sauveur,297250.0
Saint-Servais,227300.0
Saint-Symphorien,389000.0
Saint-Vith,343750.0
Sainte-Cécile,375000.0
Sainte-Ode,1895000.0
Saintes,465000.0
Saive,472000.0
Sambreville,280328.6666666667
Sars-la-Bruyère,140000.0
Sars-la-Buissière,389187.0
Sart-Custinne,345000.0
Sart-Dames-Avelines,375000.0
Sart-Saint-Laurent,389000.0
Sautour,247000.0
Sauvenière,449000.0
Schaarbeek,430055.86854460096
Schelle,450750.0
Schellebelle,285000.0
Schepdaal,268500.0
Scherpenheuvel,242000.0
Scherpenheuvel-Zichem,319500.0
Schilde,664928.4
Schorisse,650000.0
Schoten,495946.63636363635
Schriek,504128.0
Sclayn,231333.33333333334
Seilles,407500.0
Seloignes,328561.6666666667
Seneffe,479666.6666666667
Seraing,200399.97297297296
Serskamp,414754.0
Sibret,730000.0
Sijsele,394820.6666666667
Silenrieux,139000.0
Silly,583333.3333333334
Sinaai,351000.0
Sinsin,369223.5
Sint-Agatha-Rode,610000.0
Sint-Amands,467889.5
Sint-Amandsberg,383875.0
Sint-Andries,373561.53846153844
Sint-Baafs-Vijve,550000.0
Sint-Blasius-Boekel,269000.0
Sint-Denijs,150000.0
Sint-Denijs-Boekel,435000.0
Sint-Denijs-Westrem,412611.25
Sint-Eloois-Vijve,476600.0
Sint-Genesius-Rode,877000.0
Sint-Gillis,435609.756097561
Sint-Gillis-Waas,511857.14285714284
Sint-Gillis-bij-Dendermonde,278000.0
Sint-Idesbald,693500.0
Sint-Jans-Molenbeek,266100.7874015748
Sint-Job-in-'t-Goor,542200.0
Sint-Joost-ten-Node,456064.51612903224
Sint-Joris-Weert,495000.0
Sint-Joris-Winge,225000.0
Sint-Katelijne-Waver,641200.0
Sint-Katherina-Lombeek,423500.0
Sint-Kruis,308996.3333333333
Sint-Lambrechts-Woluwe,581676.2557077626
Sint-Laureins,404000.0
Sint-Lievens-Houtem,460045.5
Sint-Maria-Oudenhove,461153.1666666667
Sint-Martens-Latem,578846.1538461539
Sint-Martens-Lierde,546353.0
Sint-Michiels,519760.0
Sint-Niklaas,343759.6153846154
Sint-Pauwels,710750.0
Sint-Pieters-Kapelle,465000.0
Sint-Pieters-Leeuw,506963.43902439025
Sint-Pieters-Woluwe,792021.2765957447
Sint-Truiden,446781.2380952381
Sirault,306843.0
Sivry,230000.0
Sivry-Rance,355500.0
Sleidinge,409000.0
Slins,302739.6666666667
Sohier,359000.0
Soignies,367242.14285714284
Soiron,550000.0
Solre-Saint-Géry,299000.0
Sombreffe,340737.5
Somme-Leuze,320971.0
Somzée,349000.0
Sorinnes,210000.0
Sougné-Remouchamps,251000.0
Soulme,229000.0
Soumagne,266818.1818181818
Soumoy,140000.0
Souvret,227514.0
Soy,1500000.0
Spa,381627.75
Spiennes,255000.0
Spiere-Helkijn,335000.0
Sprimont,294564.70588235295
Stabroek,453388.5
Staden,574833.3333333334
Stambruges,690000.0
Stavelot,314130.4347826087
Steendorp,525000.0
Steenhuffel,431400.0
Steenkerque,830000.0
Steenokkerzeel,642400.0
Stekene,419202.61904761905
Stembert,271200.0
Sterrebeek,962761.9047619047
Stokkem,170000.0
Stoumont,506333.3333333333
Strombeek-Bever,253583.33333333334
Strée,359200.0
Strépy-Bracquegnies,214181.81818181818
Sugny,270000.0
Taintignies,354646.4
Tamines,378999.8
Tarcienne,327000.0
Tavier,209500.0
Tellin,395000.0
Templeuve,431818.1818181818
Temploux,448500.0
Temse,284631.5789473684
Tenneville,399000.0
Teralfene,249000.0
Ternat,432672.54545454547
Tertre,238800.0
Tervuren,684666.9230769231
Tessenderlo,308666.6666666667
Testelt,559000.0
Theux,507076.92307692306
Thieu,329000.0
Thimister-Clermont,410750.0
Thorembais-Saint-Trond,300000.0
Thoricourt,899000.0
Thuillies,219999.0
Thuin,287256.4285714286
Thulin,147500.0
Thumaide,349900.0
Thy-le-Bauduin,219000.0
Thy-le-Château,412799.8333333333
Thynes,298000.0
Tiegem,329000.0
Tielen,309000.0
Tielt,470250.0
Tielt-Winge,464666.6666666667
Tienen,229285.7142857143
Tihange,199000.0
Tilff,348000.0
Tilleur,142000.0
Tilly,675000.0
Tinlot,427326.8
Tintigny,257500.0
Tisselt,329000.0
Tollembeek,399000.0
Tongeren,248142.85714285713
Tongerlo,472250.0
Tongrinne,95000.0
Torgny,209000.0
Torhout,299000.0
Tourinnes-Saint-Lambert,425000.0
Tournai,293963.9411764706
Trazegnies,202368.15789473685
Tremelo,623545.4545454546
Trivières,315666.6666666667
Trois-Ponts,284300.0
Trooz,230781.0810810811
Tubize,321863.61818181816
Turnhout,299996.26666666666
Ukkel,727719.696969697
Vance,770000.0
Varendonk,268500.0
Vaulx,301000.0
Vaux-et-Borset,119000.0
Vaux-sous-Chèvremont,223416.66666666666
Vaux-sur-Sûre,315000.0
Vedrin,538000.0
Veerle,384250.0
Velaine-sur-Sambre,329000.0
Velaines,347000.0
Veldegem,269000.0
Veldwezelt,399000.0
Vencimont,1116500.0
Verlaine,370466.6666666667
Verviers,224499.9846153846
Veurne,240000.0
Vezin,364500.0
Vezon,349000.0
Viane,146500.0
Vielsalm,211333.33333333334
Viesville,449000.0
Vieux-Genappe,264666.6666666667
Ville-Pommeroeul,1154666.6666666667
Villers-Poterie,140000.0
Villers-Saint-Amand,90000.0
Villers-l'Évêque,645000.0
Villers-la-Ville,534980.6428571428
Villers-le-Bouillet,310774.5
Villers-le-Gambon,250000.0
Villers-le-Peuplier,399000.0
Villers-le-Temple,312250.0
Villers-sur-Semois,649000.0
Vilvoorde,420637.1875
Vinalmont,1575000.0
Vinderhoute,409750.0
Virelles,142000.0
Virginal-Samme,695000.0
Viroinval,127000.0
Virton,327208.3333333333
Visé,310690.4761904762
Vitrival,280057.25
Vivegnis,273707.14285714284
Vlamertinge,174000.0
Vlezenbeek,487000.0
Vliermaal,189000.0
Vlimmeren,569000.0
Vodecée,205000.0
Vodelée,220000.0
Vonêche,192500.0
Voormezele,299000.0
Voroux-lez-Liers,149000.0
Vorselaar,442107.14285714284
Vorst,450481.6506024096
Vosselaar,403642.85714285716
Vottem,234000.0
Vrasene,412000.0
Vremde,255000.0
Vresse-sur-Semois,119000.0
Vyle-et-Tharoul,1200000.0
Waarbeke,298000.0
Waardamme,415871.625
Waarloos,559000.0
Waarschoot,265500.0
Waasmunster,511571.4285714286
Wachtebeke,316000.0
Wagnelée,315000.0
Waha,203500.0
Waimes,455466.6666666667
Wakken,525000.0
Walcourt,260777.77777777778
Walhain,673800.0
Walhain-Saint-Paul,485000.0
Wambeek,649000.0
Wanfercée-Baulet,348500.0
Wanlin,272000.0
Wanze,298000.0
Warcoing,130000.0
Waregem,477682.45454545453
Waremme,348468.4285714286
Waret-l'Évêque,374000.0
Warneton,199000.0
Warsage,358333.3333333333
Wasmes,158750.0
Wasmuel,135000.0
Wasseiges,394827.75
Waterloo,655295.2380952381
Watermaal-Bosvoorde,645370.3703703703
Watervliet,195000.0
Waudrez,275000.0
Waulsort,336500.0
Wauthier-Braine,309000.0
Wavre,470704.0816326531
Wavreille,159000.0
Wechelderzande,365580.0
Weelde,458200.0
Weerde,584250.0
Wegnez,187000.0
Welkenraedt,257500.0
Welle,378475.0
Wellen,276210.0
Wellin,264500.0
Wemmel,581500.0
Wenduine,222000.0
Werbomont,527500.0
Werchter,528000.0
Wervik,207965.5
Westende,299193.5483870968
Westerlo,418954.3703703704
Westmalle,449900.0
Westmeerbeek,424666.6666666667
Westouter,178500.0
Westrem,537676.0
Westrozebeke,362985.75
Wetteren,399643.2368421053
Wevelgem,262904.0
Wezemaal,749000.0
Wezembeek-Oppem,739266.6666666666
Wibrin,715000.0
Wichelen,377044.1111111111
Wiekevorst,635000.0
Wielsbeke,381623.7272727273
Wierde,395328.0
Wiers,262600.0
Wihéries,171666.66666666666
Wijchmaal,345000.0
Wijgmaal,370000.0
Wijnegem,444980.0
Willebroek,359691.8181818182
Willemeau,115000.0
Wilrijk,347035.48387096776
Wilsele,295000.0
Wingene,384907.5
Woesten,199000.0
Woluwe-saint-Etienne,510000.0
Wolvertem,487533.71428571426
Wommelgem,427071.8888888889
Wonck,175000.0
Wondelgem,374202.2916666667
Wortegem-Petegem,1131500.0
Wulvergem,99000.0
Wuustwezel,499010.3333333333
Wépion,397966.6666666667
Wéris,175000.0
Xhoris,396000.0
Yves-Gomezée,190800.0
Yvoir,396571.4285714286
Zaffelare,414285.71428571426
Zandbergen,479000.0
Zandhoven,475587.0
Zarren,395941.5
Zaventem,389437.5
Zedelgem,416841.76923076925
Zeebrugge,427833.3333333333
Zele,333000.0
Zelem,255500.0
Zellik,351200.0
Zelzate,402000.0
Zemst,522142.85714285716
Zeveneken,349000.0
Zillebeke,362000.0
Zoerle-Parwijs,410000.0
Zoersel,548510.8571428572
Zolder,344950.0
Zomergem,537000.0
Zonhoven,415505.375
Zonnebeke,364597.0
Zottegem,360320.4736842105
Zoutleeuw,364500.0
Zulte,345900.0
Zutendaal,274250.0
Zwalm,466500.0
Zwevegem,336745.5
Zwevezele,255000.0
Zwijnaarde,486104.93333333335
Zwijndrecht,652658.5
Zétrud-Lumay,375000.0
s-Gravenvoeren,450000.0
s-Gravenwezel,1395000.0
Ère,199000.0
Ében-Émael,150000.0
Écaussinnes-Lalaing,875000.0
Écaussinnes-d'Enghien,200000.0
Éghezée,423750.0
Élouges,191666.66666666666
Énines,145000.0
Épinois,224579.8
Éprave,225000.0
Érezée,215666.66666666666
Étalle,325000.0
